activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,STATUS
,1662539,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(C(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)CC1,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL371239,,CHEMBL371239,,0,http://www.openphacts.org/units/Nanomolar,414731,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,20000.0,inactive
,1662540,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CNC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)cc1,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL199383,,CHEMBL199383,,0,http://www.openphacts.org/units/Nanomolar,414730,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,20000.0,inactive
,1662541,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCc1ccccc1)c1cc2c(-c3ccccc3)[nH]nc2s1,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '13.73', 'le': '0.26', 'lle': '0.51', 'sei': '8.25'}",CHEMBL197923,,CHEMBL197923,4.77,0,http://www.openphacts.org/units/Nanomolar,414729,=,1,1,=,,IC50,nM,,17000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,17000.0,inactive
,1662543,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NC1CCCCC1)c1cc2c(-c3ccccc3)[nH]nc2s1,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.12', 'le': '0.29', 'lle': '0.57', 'sei': '8.52'}",CHEMBL199755,,CHEMBL199755,4.92,0,http://www.openphacts.org/units/Nanomolar,414727,=,1,1,=,,IC50,nM,,12000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,12000.0,inactive
,1662544,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN(C)C(=O)c1cc2c(-c3ccccc3)[nH]nc2s1,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL199528,,CHEMBL199528,,0,http://www.openphacts.org/units/Nanomolar,414726,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,20000.0,inactive
,1662545,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1n[nH]c2sc(C(=O)NCc3ccccc3)cc12,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '17.67', 'le': '0.34', 'lle': '1.94', 'sei': '8.30'}",CHEMBL373001,,CHEMBL373001,4.80,0,http://www.openphacts.org/units/Nanomolar,414725,=,1,1,=,,IC50,nM,,16000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,16000.0,inactive
,1662546,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1n[nH]c2sc(C(=O)NC3CCCCC3)cc12,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL199951,,CHEMBL199951,,0,http://www.openphacts.org/units/Nanomolar,414724,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,20000.0,inactive
,1662547,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN(C)C(=O)c1cc2c(C)n[nH]c2s1,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL200657,,CHEMBL200657,,0,http://www.openphacts.org/units/Nanomolar,414723,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,20000.0,inactive
,1662548,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCNC(=O)c1cc2c(C)n[nH]c2s1,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL371242,,CHEMBL371242,,0,http://www.openphacts.org/units/Nanomolar,414722,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,20000.0,inactive
,1662549,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1n[nH]c2sc(C(N)=O)cc12,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL198022,,CHEMBL198022,,0,http://www.openphacts.org/units/Nanomolar,414721,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,20000.0,inactive
,1662550,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc2c(CN3CCCCC3)n[nH]c2s1,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL200348,,CHEMBL200348,,0,http://www.openphacts.org/units/Nanomolar,414720,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,100000.0,inactive
,1662551,[],CHEMBL864552,Inhibitory activity against Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc2c(Nc3ccccc3)[nH]nc2s1,,,CHEMBL1148538,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '17.11', 'le': '0.34', 'lle': '1.53', 'sei': '6.98'}",CHEMBL200796,,CHEMBL200796,4.68,0,http://www.openphacts.org/units/Nanomolar,414719,=,1,1,=,,IC50,nM,,21000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,21000.0,inactive
,1781996,[],CHEMBL911846,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,,,CHEMBL1137365,J. Med. Chem.,2006.0,"{'bei': '11.50', 'le': '0.21', 'lle': '2.82', 'sei': '5.82'}",CHEMBL402548,DANUSERTIB,CHEMBL402548,5.46,0,http://www.openphacts.org/units/Nanomolar,600232,=,1,1,=,,IC50,nM,,3500.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,3500.0,intermediate
,1790095,[],CHEMBL873738,Inhibition of in vitro Plk1 kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,,,CHEMBL1149372,J. Med. Chem.,2006.0,,CHEMBL202721,,CHEMBL202721,,0,http://www.openphacts.org/units/Nanomolar,614501,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,umol,UO_0000065,,10000.0,inactive
,1790437,[],CHEMBL912725,Inhibition of human PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,,,CHEMBL1137241,J. Med. Chem.,2006.0,,CHEMBL201511,MALEIMIDE,CHEMBL201511,,0,http://www.openphacts.org/units/Nanomolar,614588,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,M,UO_0000065,,100000.0,inactive
,1812444,[],CHEMBL911349,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,,,CHEMBL1146152,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '12.99', 'le': '0.26', 'lle': '2.14', 'sei': '5.90'}",CHEMBL373751,GSK-319347A,CHEMBL373751,6.10,0,http://www.openphacts.org/units/Nanomolar,623926,=,1,1,=,,IC50,nM,,794.33,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,Log IC50,,UO_0000065,,794.33,active
,1812445,[],CHEMBL911349,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncn(-c3cc(OCC4CCCO4)c(C#N)s3)c2cc1OC,,,CHEMBL1146152,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL375787,,CHEMBL375787,,0,http://www.openphacts.org/units/Nanomolar,623919,<,1,1,<,,IC50,nM,,10000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,Log IC50,,UO_0000065,,10000.0,inactive
,1812446,[],CHEMBL911349,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncn(-c3cc(OCC4CCCO4)c(C(N)=O)s3)c2cc1OC,,,CHEMBL1146152,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.36', 'le': '0.32', 'lle': '3.84', 'sei': '6.75'}",CHEMBL220032,,CHEMBL220032,6.60,0,http://www.openphacts.org/units/Nanomolar,623918,=,1,1,=,,IC50,nM,,251.19,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,Log IC50,,UO_0000065,,251.19,active
,1812447,[],CHEMBL911349,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncn(-c3cc(OCc4ccc(S(C)(=O)=O)cc4)c(C#N)s3)c2cc1OC,,,CHEMBL1146152,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '13.20', 'le': '0.26', 'lle': '2.24', 'sei': '5.99'}",CHEMBL219711,,CHEMBL219711,6.20,0,http://www.openphacts.org/units/Nanomolar,623917,=,1,1,=,,IC50,nM,,630.96,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,Log IC50,,UO_0000065,,630.96,active
,1812463,[],CHEMBL911349,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncn(-c3cc(OCc4ccccc4)c(C(=O)O)s3)c2cc1OC,,,CHEMBL1146152,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.11', 'le': '0.29', 'lle': '1.82', 'sei': '7.49'}",CHEMBL222312,,CHEMBL222312,6.20,0,http://www.openphacts.org/units/Nanomolar,623921,=,1,1,=,,IC50,nM,,630.96,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,Log IC50,,UO_0000065,,630.96,active
,1891152,[],CHEMBL905892,Inhibition at PLK,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,,,CHEMBL1143787,Bioorg. Med. Chem. Lett.,2007.0,"{'bei': '19.10', 'le': '0.35', 'lle': '3.37', 'sei': '5.42'}",CHEMBL242237,,CHEMBL242237,6.14,0,http://www.openphacts.org/units/Nanomolar,640639,=,1,1,=,,IC50,nM,,730.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,730.0,active
,1916365,[],CHEMBL894165,Inhibition of recombinant Plk1 by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2ccc3c(c2)Nc2ccc(C(C)(C)C(=O)Nc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1N,,,CHEMBL1148724,J. Med. Chem.,2007.0,,CHEMBL389745,,CHEMBL389745,,0,http://www.openphacts.org/units/Nanomolar,653784,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,10000.0,inactive
,1964240,[],CHEMBL897078,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,,,CHEMBL1148840,Bioorg. Med. Chem. Lett.,2007.0,,CHEMBL233001,GW620972X,CHEMBL233001,,0,http://www.openphacts.org/units/Nanomolar,656883,<,1,1,>,,IC50,nM,,10000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,pIC50,,UO_0000065,,10000.0,inactive
,1964250,[],CHEMBL897078,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)C1CC1,,,CHEMBL1148840,Bioorg. Med. Chem. Lett.,2007.0,,CHEMBL232601,GW846105X,CHEMBL232601,,0,http://www.openphacts.org/units/Nanomolar,656900,<,1,1,>,,IC50,nM,,10000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,pIC50,,UO_0000065,,10000.0,inactive
,2011595,[],CHEMBL902113,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12,,,CHEMBL1138370,Bioorg. Med. Chem. Lett.,2007.0,,CHEMBL241517,GW856804X,CHEMBL241517,,0,http://www.openphacts.org/units/Nanomolar,668455,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,10000.0,inactive
,2011602,[],CHEMBL902113,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,,,CHEMBL1138370,Bioorg. Med. Chem. Lett.,2007.0,,CHEMBL241682,,CHEMBL241682,,0,http://www.openphacts.org/units/Nanomolar,668458,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,10000.0,inactive
,2147102,[],CHEMBL934734,Inhibition of PLK1 by radioactive flashplate assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,,,CHEMBL1147076,Proc. Natl. Acad. Sci. U.S.A.,2007.0,"{'bei': '8.97', 'le': '0.17', 'lle': '-1.59', 'sei': '4.89'}",CHEMBL259084,MLN-8054,CHEMBL259084,4.28,0,http://www.openphacts.org/units/Nanomolar,709269,=,1,1,=,,IC50,nM,,53000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,53000.0,inactive
,2159777,[],CHEMBL927116,Inhibition of Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1N=C(c1ccccc1)CCN2,,,CHEMBL1144750,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL262623,,CHEMBL262623,,0,http://www.openphacts.org/units/Nanomolar,707673,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,100000.0,inactive
,2159789,[],CHEMBL927116,Inhibition of Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2c(n1)NCCC(c1ccc(Cl)cc1)=N2,,,CHEMBL1144750,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL260620,,CHEMBL260620,,0,http://www.openphacts.org/units/Nanomolar,707680,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,100000.0,inactive
,2159790,[],CHEMBL927116,Inhibition of Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2c(n1)NCCC(c1cccc(Cl)c1)=N2,,,CHEMBL1144750,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL259381,,CHEMBL259381,,0,http://www.openphacts.org/units/Nanomolar,707679,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,100000.0,inactive
,2159791,[],CHEMBL927116,Inhibition of Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2c(n1)NCCC(c1ccccc1)=N2,,,CHEMBL1144750,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL259380,,CHEMBL259380,,0,http://www.openphacts.org/units/Nanomolar,707678,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,100000.0,inactive
,2159792,[],CHEMBL927116,Inhibition of Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1N=C(c1ccc(Cl)cc1)CCN2,,,CHEMBL1144750,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL407265,,CHEMBL407265,,0,http://www.openphacts.org/units/Nanomolar,707677,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,100000.0,inactive
,2159793,[],CHEMBL927116,Inhibition of Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1N=C(c1cccc(Cl)c1)CCN2,,,CHEMBL1144750,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL407532,,CHEMBL407532,,0,http://www.openphacts.org/units/Nanomolar,707676,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,100000.0,inactive
,2159794,[],CHEMBL927116,Inhibition of Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C2=Nc3c(N)ncnc3NCC2)cc1,,,CHEMBL1144750,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL405233,,CHEMBL405233,,0,http://www.openphacts.org/units/Nanomolar,707675,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,100000.0,inactive
,2159795,[],CHEMBL927116,Inhibition of Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(C2=Nc3c(N)ncnc3NCC2)c1,,,CHEMBL1144750,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '16.98', 'le': '0.31', 'lle': '2.00', 'sei': '5.65'}",CHEMBL263902,,CHEMBL263902,4.30,0,http://www.openphacts.org/units/Nanomolar,707674,=,1,1,=,,IC50,nM,,50000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,50000.0,inactive
,2167628,[],CHEMBL932348,Inhibition of PLK,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,,,CHEMBL1145633,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL445162,,CHEMBL445162,,0,http://www.openphacts.org/units/Nanomolar,711664,>,1,1,>,,IC50,nM,,30000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,30000.0,inactive
,2250923,[],CHEMBL1022467,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,,,CHEMBL1139384,J. Med. Chem.,2009.0,"{'bei': '22.67', 'le': '0.43', 'lle': '5.00', 'sei': '6.45'}",CHEMBL524266,,CHEMBL524266,6.24,0,http://www.openphacts.org/units/Nanomolar,776236,=,1,1,=,,IC50,nM,,574.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,574.0,active
,2251500,[],CHEMBL998570,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,,,CHEMBL1141712,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL478649,,CHEMBL478649,,0,http://www.openphacts.org/units/Nanomolar,774525,>,1,1,>,,IC50,nM,,25000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,25000.0,inactive
